dataset,image,question_index,question_type,question_text,correct_answer,model_answer,is_correct,raw_output
MVTec-AD,MVTec-AD/capsule/test/crack/004.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/004.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/004.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect on the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/005.png,1,Anomaly Detection,Is there any defect in the object?,A,B,False,B. No.
MVTec-AD,MVTec-AD/capsule/test/crack/005.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/005.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,B,False,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/005.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/005.png,5,Defect Analysis,There is a defect in the object. What part of the capsule does the defect affect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/006.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/006.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/006.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/006.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,D,False,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/006.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/007.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/007.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/007.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,C,False,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/007.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/007.png,5,Defect Analysis,There is a defect in the object. What is the potential effect of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/008.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/008.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/008.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,B,False,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/008.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/008.png,5,Defect Analysis,There is a defect in the object. Is there an additional defect on the capsule?,D,A,False,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/009.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/009.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/009.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/009.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,B,False,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/009.png,5,Defect Analysis,There is a defect in the object. What is the potential effect of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/010.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/010.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/010.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/010.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/010.png,5,Defect Analysis,There is a defect in the object. What effect does the defect have on the capsule?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/011.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/011.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/011.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/011.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,A,False,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/011.png,5,Defect Analysis,There is a defect in the object. What is the potential effect of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/012.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/012.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/012.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/012.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/012.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/013.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/013.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/013.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/013.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/013.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect on the capsule?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/014.png,1,Anomaly Detection,Is there any defect in the object?,A,B,False,B. No.
MVTec-AD,MVTec-AD/capsule/test/crack/014.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/014.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/014.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/014.png,5,Defect Analysis,There is a defect in the object. How does the defect extend on the lighter-colored half of the capsule?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/015.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/015.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/015.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/015.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/015.png,5,Defect Analysis,There is a defect in the object. What is a potential effect of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/016.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/016.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/016.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,B,False,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/016.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/016.png,5,Defect Analysis,There is a defect in the object. What additional information can be provided about the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/017.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/017.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/017.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/017.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/017.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/018.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/018.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/018.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/018.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/018.png,5,Defect Analysis,There is a defect in the object. What additional information can be provided about the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/019.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/019.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/019.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/019.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/019.png,5,Defect Analysis,There is a defect in the object. What effect does the defect have on the capsule?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/020.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/020.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/020.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/020.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,B,False,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/020.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/021.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/021.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/021.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/021.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/021.png,5,Defect Analysis,There is a defect in the object. What is the potential effect of the defect on the capsule?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/022.png,1,Anomaly Detection,Is there any defect in the object?,A,B,False,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/crack/022.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/crack/022.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/crack/022.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/crack/022.png,5,Defect Analysis,There is a defect in the object. How could the defect potentially affect the capsule?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/faulty_imprint/000.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/faulty_imprint/000.png,2,Defect Classification,There are some defects in the object. What type of defects are present in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/faulty_imprint/000.png,3,Defect Localization,There are some defects in the object. Where are the defects located?,D,C,False,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/faulty_imprint/000.png,4,Defect Description,There are some defects in the object. What is the appearance of the defects?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/capsule/test/faulty_imprint/000.png,5,Defect Analysis,There are some defects in the object. What are the potential effects of these defects?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/faulty_imprint/001.png,1,Anomaly Detection,Is there any defect in the object?,A,B,False,B. No.
MVTec-AD,MVTec-AD/capsule/test/faulty_imprint/001.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/faulty_imprint/001.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,A,False,Answer: A.
MVTec-AD,MVTec-AD/capsule/test/faulty_imprint/001.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/capsule/test/faulty_imprint/001.png,5,Defect Analysis,There is a defect in the object. What might the effect of this defect be?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/capsule/test/faulty_imprint/002.png,1,Anomaly Detection,Is there any defect in the object?,A,B,False,Answer: B.
